TF	Number_of_ChIPexp	q_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
STAT3	22	9.737796384186943e-16	2.9713034273081816e-07	0.015803999821102154	4.315764871498823e-60	6.718039938775516e-07	1.9832182656369107e-17	5.493179350267344e-05	7.04595948734935e-49	0.3378822386930319	0.005623871781840264	4.013743248087551e-18	1.2885654292071693e-26	0.007453157468574836	0.00016559115838483192	5.438342557528026e-16
JMJD6	1	6.145266106613252e-06	0.4251233400184921	0.00013670879168041635	1.0733308367451462e-10	1.6590708196603457e-07	9.442301067242128e-05	4.983609094009751e-07	2.3654964861169354e-12	0.00019615720344827713	6.622702481125462e-06	1.771841571527648e-05	0.16688973207336635	8.30619076321008e-05	4.649715924848844e-05	6.409045191357081e-08
CEBPB	41	2.6466681442589528e-14	1.3061103155549308e-05	0.2793561688402384	1.3310345099058734e-54	2.063582474982208e-14	3.938753811713094e-26	0.2644126188930591	3.3391688603899303e-38	0.016616306300951574	2.654873558989488e-21	0.3659001961614019	3.7278694066920335e-08	6.939449880846693e-08	1.8194502386052754e-08	3.125340248651031e-09
CNDH2	7	3.4627621608560458e-18	0.15666104549548626	0.00018720623928939514	9.003351406447844e-17	1.1309956423804723e-07	1.3428795376866019e-17	5.9840862902224016e-05	2.2144857836768495e-05	5.823771038736163e-21	6.561321467257722e-36	3.976690007028268e-24	2.9309268167944983e-09	5.49970309730878e-23	1.157369025295009e-34	2.3655361561151018e-48
MBD3	13	9.794629221218761e-17	0.0002773768529348962	0.0009717842316203665	1.4708436258932678e-05	0.014061218397902416	0.058648334284331714	0.14390431099381817	1.9808548575109697e-06	4.733982995401528e-05	1.9769888570306592e-39	3.687610579779611e-43	1.2385634686978803e-17	8.29446343647338e-25	9.402854513030434e-37	2.407011109953267e-41
SMCA5	1	1.267466407599657e-06	0.004386595942992519	0.0024289618389233968	3.459273247165723e-24	8.991446465839909e-05	4.72609755104411e-05	0.4191315063663889	1.8130983537122646e-11	0.017107137072402592	2.7752303755288064e-06	0.0014547821793103087	0.4676568862116365	7.408708013020911e-06	9.282947336838122e-08	1.0443432234791915e-12
MAX	6	9.895406783680988e-15	5.545054582722992e-05	0.07394969070382086	1.0350701793390326e-21	5.8009698472995105e-11	1.2902764735237262e-24	3.7298768027158047e-06	1.1353554953959617e-12	5.072337688909465e-12	2.0753417251110072e-37	4.436048475692741e-10	0.016770298876927266	4.524465103612457e-17	1.4361993541720544e-24	1.2607604355367663e-19
NKX31	3	0.012088073253453334	0.4388055785606801	0.23644080494842276	0.0074716315376443755	0.015455114222010636	0.0009063408426990327	1.6159389402396403e-06	0.09853401533217991	0.01835927323355486	0.029695653627110345	0.012530817252884673	5.0000419130877224e-05	0.014924201076518945	0.49129361965151347	0.32845858621915824
RORG	9	0.0004587571768770737	0.07901347015247696	0.005178064363045398	1.1402192323874851e-12	0.10104840410021443	0.08207730461281017	0.11827286413198189	9.068086551366336e-08	0.2647011278584481	2.951789093388767e-07	0.45594652298081956	0.28416451747795296	3.716773839360312e-10	0.09526563887692029	0.0012294833484819442
DNM3L	2	0.07730993940663812	0.04063378181342018	0.13830288060144122	0.17943225383644745	0.12393680286828583	0.22622212409000744	0.14969839470284926	0.12952253425753105	0.33364187008717616	0.009074940628112182	0.0018549200533161145	0.2588287886126523	0.27310683760362675	0.09313060972334737	0.013442829860382626
CDX2	9	0.009752319957550177	0.12897614541476501	6.583864317961949e-06	3.179333410708477e-05	0.0006875120276431053	0.41084354535008855	0.3040775959963787	0.39894789662662494	0.21478878511733202	0.047803043466819226	0.003913921982662444	0.0016754725566187102	0.38559578723820886	0.0009826172650467758	0.0029825941665226428
NFYA	4	1.4288449360470171e-08	0.4405891620367415	0.20521576753551765	6.588176336263293e-11	0.0007723656177531452	1.2097412004675478e-11	0.37277497858251185	0.46661399934340536	1.468812530210415e-09	1.3942293291534e-12	1.5445908325681062e-11	1.3840894167450098e-10	2.4058166316627124e-13	3.0160254158238225e-16	4.807131718958706e-15
GLI1	5	0.0003597516078316607	0.06556601476700791	0.26990549359024474	2.197127886062568e-05	3.4985090181011762e-09	0.019762342892730437	0.28567540090506227	9.8389589680568e-08	0.16834229632564393	1.3470861791714038e-06	5.113310576893895e-05	0.4676568862116365	1.2147042827461503e-08	0.0010542266065539162	0.011591148534907838
PSIP1	2	0.000625428033801613	0.001883847968532854	0.0003538493546516974	0.15670937967785611	0.30535361772928593	1.1838591098919742e-05	0.0009925084903521213	0.08575214743436034	1.7550510351170405e-07	0.000392038459563508	5.164223676665494e-05	1.9018490364344316e-08	0.4909623137765593	0.05838529985006019	2.250557210247293e-05
CREB1	9	1.5935613370040807e-11	1.2801567261608627e-05	0.41181229868232416	1.1764583794383995e-46	1.5339018229250202e-13	7.441962178780117e-30	0.4171146418718214	7.212996964534851e-13	2.0565234525098864e-06	9.25992081337584e-14	0.03414649595510645	0.009966431276700272	1.254299071437843e-07	6.322535917246641e-09	6.2208336247440036e-09
PHX2A	1	0.003150684425582202	0.06209969570588512	0.2816653068342166	0.012708377691851288	0.4516900629234892	0.22234548424008158	0.11674737279360396	0.3296807088114113	0.20401218814565011	7.794196123333285e-07	1.447036461593348e-07	2.1470671366141835e-05	0.004287205693366679	0.0004678563967118295	1.1155956361226957e-05
TEAD2	1	0.00014671078149500994	0.001016349593667349	0.00045581080339904934	0.4697262992798009	0.13387012171056945	0.021513410670351642	5.8647751915468477e-05	0.11476362770066531	0.00021212061411777835	1.834622030565064e-09	1.5370901644554473e-07	5.099748814765675e-06	5.817018708278724e-07	2.131223843379955e-06	0.0013416527305091792
STA5B	19	8.115481880513602e-11	1.6162915791476981e-06	0.3358732536518612	3.705751140302397e-42	2.1853572600738357e-06	1.0620407366738739e-24	0.3340381474432128	5.341925442640062e-31	0.2034305104765878	0.009706749258361172	6.460441152740747e-11	1.196683805793707e-16	0.05318892781324249	0.015579936337274202	0.05099799227587482
EZH1	7	1.324358441464949e-09	2.366136655964746e-07	0.02619444186230463	0.056988480134274655	0.10895247351525811	1.2215519860349313e-11	0.000628290095948654	0.01747185869318071	0.3583569098303882	1.2507115225256612e-18	9.374760646845176e-22	7.242437035196598e-15	7.470065810599197e-13	1.8712594884871193e-18	2.3260385334565077e-15
KDM2A	2	1.575292817191933e-20	0.11080879898063041	0.05045234570587421	6.518653351165065e-11	2.0399163059324544e-06	1.0029826779035251e-07	6.841314640745924e-06	4.708923657532278e-09	6.609034292207347e-17	9.643033244167917e-68	2.831102765039055e-35	1.1448718378551137e-14	3.014565372712018e-23	5.761647207865955e-49	6.724222272030632e-37
SRSF2	4	0.0004414331039992132	0.16002726097153228	0.0007819931052034706	0.3102408010881171	0.3970940823171263	0.0018503547046473962	0.029836332868040313	0.008215828779536081	9.368482522760585e-11	9.599040042116847e-13	7.333232258180244e-05	0.0037282396726028683	0.0005210381133594768	0.036245992942170305	0.003285804601612249
SPT6H	2	8.213335110741439e-08	0.014706449270439207	0.07695003263432902	2.869217157975685e-17	2.9596091792465588e-09	1.8850005434236324e-07	0.06631997222254442	1.627849061449347e-06	0.00014456321142001296	8.681225649898781e-17	1.5714649121687456e-08	0.26561946016074656	1.4377267310354623e-09	1.001529743256668e-12	4.309685890344206e-09
PHC1	1	0.0001721524258399399	5.750426278845798e-06	0.013270438240712591	0.014823451132402677	0.3912553660599646	1.9696559695113995e-05	0.0009925084903521213	0.24487657863801254	0.45133164838662115	0.0001727580898870259	1.018792068911974e-07	1.6118507846312e-05	6.447109152456869e-08	3.95635729029502e-06	2.902098582954644e-07
NELFB	1	0.005677542813366661	0.0009794301754234706	0.0012806017361046674	0.0011486153655249057	0.24066797418120842	0.0042174977436814035	4.0661321919922944e-07	0.014689639930485134	0.0458446159194129	0.004110889703153325	0.4953307506064984	0.4371789325577212	0.006039568494114176	0.0006823726030725237	0.02461567133618372
BRAC	4	2.3151727786417564e-07	0.0901191002754598	0.2927203540644223	9.464405463000576e-05	9.306473174882924e-06	0.45953753352279847	0.3563037159876721	0.0026712817337674892	4.5088189400027965e-06	5.871719123134962e-25	4.411033786867106e-16	8.330733404490673e-07	6.764599679389205e-09	1.0915753713452155e-14	1.7410486806006301e-06
NACC1	1	0.002397966475565012	0.09393313014077902	0.18760634462497375	0.01244816044527704	0.44499281804790536	8.154129533871914e-05	0.16552569338693782	0.4698759061792549	0.30145598897579123	0.020240460074944604	7.73152271658754e-07	6.966911931004484e-05	6.264200084846689e-06	3.874723934467094e-05	4.209172919323846e-06
ARX	2	0.004142567432080985	0.028136281502919424	3.531225518568201e-05	0.3877890308033194	0.14189587246176202	0.013788412518123955	0.23753910100759845	0.3273185692917788	0.004653058668888172	0.19351223351363211	7.984317087157881e-05	3.442851193703905e-05	8.255671568962983e-08	0.015579936337274202	0.002348960343087705
KDM5B	1	0.0006406556436932166	0.13410276530609375	0.00045231023419042377	0.0003731253459083555	4.536709587789277e-05	0.04350777325597523	0.0021864619872421377	0.07369366658130204	7.5492764664109345e-06	1.9023227172366396e-07	8.774793740353668e-05	0.37877157451752247	4.200359755718268e-05	6.630711674826814e-05	0.002050623377468703
MK08	5	6.141909047329337e-13	0.20422098343371328	0.006673045523932424	9.367820489703524e-20	0.007938715334666547	7.161002025263222e-10	0.00013309918258656275	0.3016978786807955	2.437775280355062e-19	1.6914205510487127e-31	1.525396403214813e-13	6.163988900245495e-08	3.0850830490679666e-15	3.211580225747072e-29	9.710401296467159e-22
NR1D2	4	7.383195334556423e-08	8.61702736666454e-07	0.11253258372234255	3.9497440258675897e-13	5.905480518634681e-08	1.1564513079743294e-16	8.062012074859995e-05	3.5057320702202144e-14	1.2822443969749085e-05	2.303529290390405e-13	0.011790167347026382	0.48720571095074516	1.5953862112025968e-05	3.259500137248397e-07	2.1927939340173625e-09
IKZF1	10	4.671941555137785e-17	2.715796033633858e-06	0.004814260811411913	1.3478008254085045e-37	3.7684092455954933e-22	1.404826418299237e-27	0.24853556736780283	5.894189318003566e-39	0.0006255518746354872	1.6207058652648217e-42	2.6629944600219463e-05	0.22218178285444545	8.675631377037646e-19	2.189721343836527e-21	1.5155895172330478e-08
PAX5	5	4.071488783796648e-12	1.872251319178501e-07	0.04437069215186392	1.5426398062022702e-29	1.3324208438774635e-23	5.559332746928383e-31	0.0020904731268316006	3.1950311411924804e-37	0.19868168204491532	2.2679732761838434e-13	0.16809207548219804	2.7325338823465394e-06	4.59940723739932e-05	3.572408441500507e-06	0.1595383943362347
MSX1	1	0.007893681837842675	0.09030945019195087	0.3410129601338186	1.7773815237387882e-09	0.01923318914661624	0.16498811843298147	0.3420125360745614	1.8435444365682033e-05	0.0016356737145596938	0.003479847076897641	0.3210504964684316	0.013220216680494116	0.12824806597473365	0.012148659219352313	0.08846721788105316
TAF9B	1	3.6839374005665694e-08	0.0901191002754598	0.45533237949126726	0.007724377813696353	6.799092385059411e-08	2.08686063767022e-08	0.4821562271485721	0.0005513210362597101	0.07069259094826602	6.605856192617928e-15	1.6186752073306332e-14	1.167870497882911e-05	5.037582739728934e-14	1.5015812524725164e-18	1.0621780331257877e-17
MYBB	1	0.004405467533358713	0.264079622532953	0.002840749652835883	0.28708130537010046	0.031198189388435497	0.4493083869630478	0.019977128015925844	0.007967904501233275	2.1251316122343053e-07	0.34513199704995495	0.002821113377098726	8.334695837227619e-07	0.001195192828839403	0.00320069958615482	0.003271899627223241
ELF1	2	8.363393326861266e-11	7.892604358778342e-08	3.6202419143169375e-07	3.8124766000279e-27	1.670621352945173e-08	4.7235125420727634e-35	0.19727522815891402	3.200253460030095e-21	0.017211420569667093	2.3596670242479183e-07	5.953777899087765e-09	2.1966029721954492e-12	0.015683718849061855	0.3769822707302145	4.806274300984426e-08
OTX2	9	1.4284983491402195e-15	0.00015634717635210754	0.11704123738519345	1.157266992892685e-06	2.707491278274846e-05	0.022284070443528883	0.004224793429332782	1.9859359478734778e-05	9.738341078947128e-13	8.354373337362991e-50	4.299689018984415e-31	4.3959748389303625e-16	7.184862008425313e-22	1.7068134371162383e-31	7.288295828544076e-26
ZBT17	11	8.331542154519225e-09	0.13578150695636837	0.00036045009403794665	2.609603869911839e-18	0.0013379402864825921	0.0012929113583330654	0.015641986741875908	6.703884247004561e-14	0.0004909082958482779	1.0489582531306351e-24	6.561470094524627e-07	0.0033634145372071094	4.037944243213198e-13	2.946955414196177e-16	2.4785476792685073e-07
NR1D1	4	9.711600748956593e-05	0.00026010382784017166	0.04462528487867899	1.8767028442086414e-09	0.18949528773780122	1.1118911605682944e-07	8.218345137706126e-14	0.0008536008543635805	5.901942026716415e-09	0.0013244074320433042	0.17825459282580053	0.2370343478886348	0.1944430012297889	0.3161336942827611	1.015585871453363e-05
MECP2	10	3.0675754775413706e-05	0.2052594575647337	4.4953111456218276e-10	0.00027408238962141205	0.18008222830792547	0.08433229223438699	0.30643613882347254	0.0013001955877655713	0.4763335178705622	2.2627947231341485e-07	2.0462890156375597e-08	1.6365804637253978e-07	0.0023282427137516124	3.580210353641447e-07	1.4189878417194366e-14
ISL1	4	6.2645394806028985e-06	0.003850842552552408	0.43045128283334555	0.1289257044383862	0.002223645064529731	0.001797739084118829	0.007391957677171907	0.3799669017479796	0.09868257565431655	3.929075196764844e-12	2.5765343354391266e-15	1.5643986111981478e-06	3.6802393904077764e-06	2.4050907745130646e-15	4.3192639591750496e-09
PTF1A	5	0.0008609062667695478	0.2785933684101647	0.0011057041554206467	0.3079446009522257	5.5568859878553446e-05	0.000986531224581645	0.3489261577020042	1.641994917061456e-09	0.00022546079557470453	8.146200729267813e-05	6.07047123815361e-05	0.12326593823125791	0.15444521974833209	0.002160898093585775	8.989836818315964e-07
KDM1A	13	9.650225822788611e-21	0.01946563839353928	0.012906116039239217	2.845167751530215e-41	9.623922282452487e-17	4.920426161653648e-23	7.383234619349696e-06	1.1996264761499495e-15	6.402816705873076e-20	8.443703445389458e-60	1.2565290857934656e-17	0.04664504484650399	9.89446519329121e-20	1.824688539814913e-36	3.541945416280214e-27
RAD21	19	9.034987578689711e-12	0.004775515578736801	3.697784376271253e-15	1.9449305621512205e-19	6.698641993906586e-16	4.839981621846512e-05	8.218345137706126e-14	1.2430471129247726e-29	3.892827648449003e-10	8.716814281936281e-16	3.474972463371025e-11	0.34385755156992326	9.817807337912495e-08	6.212682503279226e-08	8.585604404082589e-09
