TF	Number_of_ChIPexp	q_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
RBBP5	3	1.333419719891213e-06	0.0006266696949082072	7.915824764563038e-06	3.932621575649439e-15	8.783722889361985e-08	9.032290748812824e-13	0.0013186139053424572	0.00018092960719345153	6.411445737666497e-07	2.4232481591570287e-07	0.385427362421804	0.053954950931932116	5.48758221084946e-09	2.4015684730436e-09	0.0035728243097372654
BCL3	1	0.0011771415539227612	0.00070592921310627	0.2927480568925258	0.0002643954525087965	7.677962947480025e-05	0.08079145347145356	0.26482072646837773	0.0002542441780713487	0.28050232452937796	0.00019239849457852872	0.00047482475414028396	0.04603267619319697	0.00016037583769197293	7.862171995736904e-06	2.8897408958165534e-07
ATRX	6	0.00018711015774300154	0.2566676918067351	0.15705548216929185	4.416609422359356e-05	0.21433320671578152	0.4981029213308289	0.0009291160541169917	0.000860495821840205	0.001572669855590113	3.923975874689212e-10	3.561570250663189e-05	0.00786635619058949	3.972520539005174e-06	1.0703487314860998e-05	5.771013153791424e-11
NDF2	2	1.0598498745377958e-07	0.2330326126706698	0.09356253240695458	2.5724733638827914e-07	7.018460425339272e-15	0.44776938004416167	0.3304499024679042	2.222972976672487e-08	0.41558577931508006	2.1054638346505605e-20	8.856723534219668e-16	0.009605691612744452	0.0044548785895772575	2.6893861995241922e-11	1.9539618678725724e-17
ING1	2	1.2741239495845789e-17	0.011363709946553639	0.0011042256517122548	1.0250522762957013e-50	3.181028853175107e-15	2.82231124773837e-20	3.60024621017089e-07	2.352411616129666e-17	3.769805376255174e-18	3.653893556047135e-47	1.1965346380155028e-08	0.07304882339526787	2.4596705983303614e-10	3.753363765466176e-25	2.7334463979753088e-18
SOX4	1	2.7214110649812387e-08	0.2870654994564156	3.734289442110197e-05	1.9503615440677647e-17	2.098637225890885e-06	2.791193242183002e-05	0.16076296649247807	7.596838880453732e-13	2.3188645106902628e-08	1.4789912380760616e-27	0.0002638909166550723	0.29134964642709243	2.1723273477235968e-10	2.5042148516377783e-10	0.0005696275320568064
SRF	12	4.2042528091955155e-13	0.00010857063953636102	0.001052588050504288	4.8196366805288994e-29	2.8033662578130344e-14	4.9664842700623644e-14	0.0784383999375685	1.217481457415843e-16	0.004250256631966488	1.3754578592783092e-29	2.0901947195671406e-12	0.20537942973348336	1.0949851037580152e-09	1.0571280738137758e-21	2.533940730748977e-21
MEIS1	11	2.30338910496089e-12	0.052227348084885834	0.0006572093988533225	1.0819400180853465e-13	2.1755342407956768e-06	1.4828598757848558e-09	0.003328079931216148	0.024005698391589527	5.183648601485961e-17	2.0581652537389374e-28	5.56483667634147e-16	4.19929408318206e-05	1.1817120742306413e-18	2.688461730760485e-25	1.561001143064924e-21
PKNX1	1	1.6489445677445127e-06	0.1588947785719478	0.241321516199413	2.905521257823809e-06	0.0013285562826621656	0.0005081375174062699	0.36656124079024016	0.0002827558704718452	0.00021230697019729503	8.681225649898781e-17	3.8523829072645864e-10	0.0020314723820075114	6.949825172865301e-10	1.0916803968140746e-10	1.2878954517465994e-13
SIR6	9	5.781492718069288e-19	0.0005600064598396302	0.12491608342600845	4.8993112667510224e-43	4.498947663647727e-17	4.095472409683629e-09	0.009482261563639191	4.745252532542511e-18	4.84396299660571e-14	1.8509828788289331e-50	1.1444210809248295e-17	0.30921769368021107	3.856998170471251e-17	1.6016240208113997e-35	8.37073737671331e-34
RXRG	1	0.02908898473716208	0.016947201940183697	0.11898698847714637	0.00474298734576798	0.007124381016472432	0.0032665210151349667	0.35581505466928376	0.004009369528078955	0.0024936476672405197	0.49301964283160216	0.03295264939497811	0.0012651884183058253	0.08868381277480546	0.4673004769601763	0.4605025197103116
RARA	7	2.386708543293827e-14	0.006694613816065742	0.25098470493170955	7.400042947065267e-20	5.6401133228350706e-06	4.920426161653648e-23	1.1313029464258531e-10	0.0002650570129756224	2.7160988827160677e-27	8.605362222528067e-29	1.5220770130151968e-10	0.009339450758544665	1.4505840522779631e-13	4.1579144220781975e-23	9.386085233159437e-27
ZFP42	1	0.00784804071515822	0.2336933289544086	7.254098213430588e-05	0.38419023988675194	0.4587691678565314	0.39177192681744955	0.03909557549361738	0.017439688764072127	0.0014821633384317738	7.683788315584211e-06	0.015345571409699678	0.08448464680113488	0.0007581147017489399	0.0020643105884242045	0.00018232458758560697
KDM5A	3	1.1500793511298719e-09	2.102277530326077e-13	0.35879453907248876	2.507203745971277e-28	4.621059226542581e-05	1.9264286515703553e-37	0.0739937528681887	0.00022660988598329165	6.39227298975117e-11	1.9743651746252923e-08	0.4322626946672681	0.00016952650229194448	0.0006949549415116227	9.034819238571154e-08	4.320670465568891e-07
PRD14	1	0.07735679178338638	0.4187736439350846	0.08299701744407822	0.4134900741474357	0.28674021684995427	0.3565484485862394	0.3990163506121703	0.06595165718848094	0.3696618307891016	0.0003259454552910382	4.275822377182271e-05	0.2903738328544316	0.30404861420244683	0.04428757737301319	0.35277369418202453
TYY1	6	1.789109551966556e-16	5.057909524421615e-06	1.5816470356849113e-06	4.694594760986998e-40	1.2141815602478341e-15	4.521441754394655e-44	0.07586284969191776	3.313995566731545e-29	1.1290382821868112e-07	3.754005720402075e-42	0.04015916536031897	0.0006457441030597654	2.9037894936910105e-09	9.507433043796609e-17	2.1888679613935977e-05
NCOA1	1	2.8857578654523974e-05	0.07762422403035019	1.844335640102682e-10	1.1721053951797094e-05	0.0006960574263443463	0.0022073574653892016	2.3304381293603114e-12	0.04288430572929312	1.5222871154728279e-15	8.945550452853942e-08	0.030591098242002915	0.03525190225397885	0.027179108246626133	0.013238144355458475	0.20400332804176455
NR1I2	1	0.021838789471372376	0.13410276530609375	0.3605601442508409	0.23171259570156585	0.21169507218922926	0.04019642281982966	0.018722476614004422	0.24529605208545155	0.039322180649201025	3.194106013817293e-05	0.004020996105170074	0.389068240502792	0.44483535115114314	0.00016761130319890993	8.750518933434719e-05
ERCC3	1	0.032610193034548735	0.13835893882975703	0.002530603507137199	0.18191081702031145	0.3607839393605288	0.0013232707863981795	0.12563248804184426	0.004728617889148423	0.13100271172162445	0.11672956254968701	0.0023580460941730664	0.4367865889850881	0.029308651631091386	0.3834946737252364	0.0004809360308209252
RCOR2	1	0.020411391317090136	0.49038505090850487	0.08299701744407822	3.6118203875677146e-05	0.004583391710441486	0.07349104579902667	0.017153927727220752	0.002480100662053063	0.0009728588508428073	0.20897227769179397	0.02126054600562888	0.0029074121247492464	0.4576119721787282	0.13005608639047186	0.13828937150007173
GFI1B	2	1.272058564472214e-06	0.3535390376176981	0.4226065842753547	1.120051364973669e-12	2.4138950575706953e-06	2.4447068204930093e-12	0.45874331385277883	7.272744269745076e-18	0.11263803739424524	3.6820654260291344e-10	0.0436732582079063	0.015818268925340797	2.143524958629346e-12	4.298555193408396e-09	0.03339431229333727
BMI1	3	0.007253763576128548	0.3593074747265631	0.03769665156321234	0.0427602286531682	0.09485725701957097	0.0005407308933617357	0.45837201977289416	0.0959506863758902	0.06142347096571514	0.1693479939024598	1.0833375808059862e-06	2.7020009459406747e-05	0.00023406914870312783	0.0021135315359313996	0.005673407119326974
IRF8	12	0.0	0.00024467888912245385	0.35800739257118536	6.158140294269822e-34	0.439953096880167	7.14571509875756e-05	3.4141472510819593e-32	5.7646116046262196e-77	2.3705864420910402e-49	1.5416280700097997e-24	8.383291867846236e-54	1.1922291287906704e-75	1.1073888801685978e-19	1.7519529528143956e-43	1.061297462351917e-57
T2AG	1	0.009450045278214986	0.07917463908699532	0.031798468674323184	0.2952128445528988	0.009463301297022558	0.053687608184394164	0.0010330878787028477	0.16965841271419094	0.0001153950661439585	0.09028546236529682	0.15632780680885422	0.006698951717247745	3.011375694179048e-08	0.03777898785740758	0.05513839305795983
MTOR	1	0.00014033037961154397	0.0013978371137527957	2.7676379617159443e-08	4.887502131372935e-07	0.06273237649817272	0.07556119170035187	8.261480920974883e-08	0.001064167465690629	1.2195161239600928e-12	3.4301371684374096e-10	0.20043393521892525	0.34385755156992326	0.33815203006638256	0.04697553264759806	0.3182584973251565
SRY	1	0.0011667236673853943	0.004016347558638382	0.010827345085366787	0.026054818549226817	0.03133256730980937	0.0034581698841841483	0.00012059018958329029	7.669850797035135e-07	0.11671950589045708	8.000073959673031e-06	3.3591272453591674e-05	0.0019331671386594465	0.0014580359003034528	0.030252589353499112	0.00028517110484053054
PKNX2	1	2.9398765033451508e-05	0.20958345715764284	0.0034901824553618434	0.13861805239677139	0.24100903425311465	0.02466300980520996	0.11877665348818563	0.36518848785893815	0.004117321693178714	1.9850522560948238e-07	7.013482324691709e-10	2.714293125744001e-10	9.854384854641987e-07	5.446074929974428e-12	1.650305724405709e-11
FOXL2	1	1.942305356737231e-07	9.427631391900646e-05	0.11284036166789552	0.02515099563113231	2.8338455378071312e-11	9.032290748812824e-13	0.02376221712475022	1.3096410114483695e-07	0.28195867155605514	5.21048297699686e-09	0.00024099142221131373	0.00753005944490016	6.957371521901449e-16	4.360238275595343e-14	6.309438490945507e-14
SRBP2	1	3.782414792568055e-06	2.46372860124253e-18	0.00012319618308755863	7.978763023127441e-06	0.4547176577308266	0.11453806443928649	0.12299937728844859	0.45439172418600804	0.06343122564227525	2.2975461378538113e-05	4.399214730551566e-06	9.799153282073848e-13	1.2791403173466701e-11	4.108312996546797e-07	5.271141933709151e-07
E2F4	11	2.9505907364189895e-12	0.10044043949826932	0.03846363950883605	3.1198661314049155e-27	1.0755498514302115e-18	3.015105570552637e-24	0.43905580641172026	8.643951013584934e-14	1.8447164455553591e-09	5.024400008793417e-36	8.177703739961586e-05	0.004301772122633878	7.363233242805065e-09	1.572249453047905e-14	6.7699116945133744e-06
CNOT3	1	0.013063350260892774	0.11461260623672487	0.02401549627112106	0.3406811799252986	0.10598305673257237	0.29400746430882974	0.03380331727044281	0.030527070412187045	0.26633503562493527	1.2387674056111639e-05	0.002718222186853879	0.05292291237286285	0.0025671095898547247	7.411004865221083e-05	0.001548047886603501
NPAS2	1	0.0002524038007744495	0.020102189809363402	0.007305374104920268	0.30100443281260714	3.477292494458564e-07	0.07792024787598753	2.5319294331380227e-09	5.135444902112708e-05	7.314223988393246e-15	0.0010074349028847674	0.01880374672450618	0.12341239735512036	0.013566064200855637	0.0002454217236250124	0.4804046726452629
RPB1	28	0.0	1.04449146359093e-06	0.049623256011038966	2.027002305671381e-49	4.69413309607847e-25	1.9626824945426795e-40	0.09825298217729912	4.118290174901462e-37	1.805570051248483e-08	9.643033244167917e-68	6.008744864173084e-19	0.009956746975434545	1.228497796956015e-25	5.0029023148384174e-48	1.7809998591321292e-37
NFYB	1	0.0002384936368403368	0.31834066284110735	0.2759351901317348	2.175414147599664e-08	1.1923083741932413e-05	3.0753222464545747e-06	0.44503098764760063	0.2521626294502471	0.00018904136741013165	2.4006069581627583e-07	7.651254332718003e-06	0.0017485906545244073	0.00010260548952158882	9.825811212275291e-06	0.00040017142924059576
CCND1	1	1.0748082225232852e-07	0.45940291159181573	0.004472448608838411	5.992783588329391e-09	0.00041752574624123956	5.093338542782031e-09	0.2762002767108957	3.9296722309247825e-07	0.08671720143862846	1.918898965522761e-17	2.218710168464037e-10	0.00011192525072663262	2.836885522263389e-10	5.324731107682668e-17	1.5476554443074884e-11
SOX17	4	2.093479191476343e-15	0.06413690577203254	0.05755654990543641	3.5134566924734483e-23	4.904872840038291e-07	1.7473805934883057e-10	1.0218157370206005e-08	1.7526600437461776e-07	4.151141074786179e-17	1.0298710809778232e-37	1.3559192099292711e-18	9.018114672446215e-06	6.885616282647538e-20	1.9046331666539288e-24	2.2755380426314907e-31
TLE4	1	0.009392668742647327	0.3745483621274625	0.00013835585594387556	0.32104858528027547	0.37315841594083904	0.0012488277849773569	0.0006428937411367305	0.11274907520504118	0.008161922242567376	0.04470093934992413	0.0010925020061071083	0.00033775655397769557	0.00044889011314007535	0.11793353875025511	0.010385069225937541
CBX7	4	0.00013897261990230257	0.3015490434170158	0.0003702245481393582	0.03506864586327747	0.19332047282290812	0.24223565200064245	4.303207172926555e-05	0.11274907520504118	0.012495257808599046	2.3357762233058437e-05	2.7655663298420017e-10	4.316964136902621e-07	0.00036032253762473336	2.223829446907132e-07	4.0356568556999723e-10
SIR1	3	1.014394153501744e-06	0.039745934795242396	0.004605210138763706	9.702400126017541e-10	0.0008968097161506784	6.577543738532746e-05	0.0009042843354903909	0.03443712549041609	8.817766402992781e-08	8.107992025602092e-18	3.4255498474492765e-05	0.006500298317816577	1.892354950427844e-08	1.362140162658843e-09	9.124669525832421e-13
PRDM1	3	0.02717640993000347	0.11948840980679203	0.385350668617182	0.09049050699248837	0.014006113946358928	0.2507941791628234	0.006571650375154898	0.0005659273671366383	0.25926454432516205	0.00039004240282386894	0.04803399338860995	0.2918459548041	0.00046417951992875966	0.010515034619853722	0.3182584973251565
GCR	23	0.0015790988947799749	0.4388055785606801	3.531225518568201e-05	0.06784976973302033	0.23593454700763275	0.10024680612592027	3.1389196201757936e-07	2.535600490203587e-07	0.1030552760290115	0.316664989444329	0.49841744113122466	0.17105187089023582	0.0375824376656373	0.01980138676080699	1.462815804618647e-13
DDIT3	1	0.008418415698534866	0.40168726178249875	0.4993913332523656	1.1338166463707927e-05	0.005214661316894649	9.35261296648341e-06	1.6596128713980326e-05	0.0007936446228817683	0.0007670012588146879	0.004473665717806848	0.11782088755701095	0.15678801955541463	0.43774793431882414	0.48849575141180934	0.45340013265839496
HTF4	1	5.24194860954507e-08	0.09495226131570175	1.4563454331869213e-07	0.007159354488119052	4.1003009399937124e-06	7.180844109632938e-13	0.3419216720372639	0.06879567118186804	0.07667344376711678	7.566949204704039e-14	4.9921703643406574e-29	7.567532686880102e-07	1.1981847492005535e-08	2.185378504361527e-06	3.0054958309529546e-11
EP400	3	1.557397377772019e-15	0.0965721706826683	0.2418538255543364	1.1839288447786012e-10	4.368921779852353e-10	2.270055377697913e-10	0.012311707228769916	2.547112247710274e-06	2.1251316122343053e-07	5.0915361511516106e-36	2.756176973483648e-26	1.5061853957573973e-11	3.6230815235966067e-22	6.417054972256102e-36	5.498578695589722e-35
NOTC1	5	7.2645057169469005e-09	0.2144215919187878	0.13091613716676304	1.8088083597643842e-14	9.986718482130894e-06	1.3176534378877414e-07	0.3825388445621402	6.670567195299356e-14	0.013234031149055445	2.4482264355204302e-27	1.001855304627575e-11	0.001493451306576103	1.2277063111833865e-09	4.7730758138694414e-15	2.3536169624515854e-08
GATA1	29	2.9873784726758635e-06	0.00032459546642204476	0.22253059177265017	0.0011648009892147335	6.90647396150204e-08	0.006740364064339175	7.87386681929246e-05	3.144676633647626e-17	0.030670158682736724	7.945993977581385e-26	0.13389439589177551	0.0002576990333526896	0.029308651631091386	3.867189652634796e-06	0.004878036103293381
STAT1	38	0.0	3.221151042786161e-18	0.011493607552642797	3.40426105868341e-82	5.901992866834056e-05	5.842054949129972e-32	9.96602309501992e-35	1.4339746433966307e-112	2.0219264731339005e-30	1.1772758174121009e-10	1.4750820980532675e-81	1.2469791344523762e-100	7.88878684804412e-13	1.3128852711033798e-38	2.526323053274085e-55
DPY30	1	8.972181651592204e-09	0.011694801943316131	0.00015909237292552095	1.456531486012324e-16	4.416767033053484e-06	1.9386749069905075e-14	2.401948780911576e-05	0.0017285093546898398	4.442516661228848e-11	9.448556189463424e-17	0.00018101432677425093	0.1978083022876226	2.1629154416273334e-08	5.055670856673021e-15	1.3835518165113772e-12
FOXP2	1	0.020780977435003248	0.0012711857356733848	0.006245932541837189	0.00026439532069103704	0.003105897533783655	0.007974681847614337	0.026010682853894705	0.0011688857694209245	0.01555963617531903	0.10760421015967471	0.31142942688751657	0.2836934460188778	0.28139057639174314	0.1602532909164084	0.2656348514592396
EP300	67	7.985861073247925e-14	0.0006266205476819764	0.16682346904938863	4.3596050962629255e-40	2.1100707869494517e-13	6.937446626156762e-11	0.008356643358054153	8.219081903411662e-25	9.522430374502342e-09	2.1230009003133465e-39	2.1187910459634458e-05	0.06489882421759226	2.612982251561955e-19	4.634025904077333e-15	2.7817997475526943e-06
CTCFL	1	7.083854429047718e-09	0.2115167029577988	9.68067163122668e-07	0.00926988213510958	1.5601429854717055e-06	0.0534320923763358	0.0062193813840468164	3.0634087725730927e-12	0.007429120967737534	3.735989346132245e-14	8.51518801332443e-21	5.4808323260629616e-11	1.2430038046850615e-08	8.448105692638189e-15	1.9539618678725724e-17
NBN	2	0.014621127557884476	0.15448815121025225	0.005126229791222888	0.0002299051914314266	0.08005249840189786	0.022166508196555895	0.24095313941080346	2.5868014244877655e-07	0.00419159223935445	0.052878283726110184	0.12103962565780338	0.0009107265615849782	0.3508497889296901	0.47530358002643974	0.2486898065734415
LHX2	2	0.06869905234155611	0.008755117850054209	0.07239201042443423	0.06819605240268477	0.13039884855385572	0.002224934216092764	0.05515116485760109	0.37739427363708805	0.43186244241435984	0.08012835174851395	0.3207831108293588	0.21828948360191197	0.12749752889923244	0.14595605443560736	0.0044315720495903795
RBTN2	3	0.000603610600808062	0.011969696082849786	0.2471940935427024	0.0018296429196457342	0.009485023973288716	0.42763558592334827	0.013044962240589777	9.534585157400516e-14	0.3130640987779059	5.947103495692719e-13	0.05189378886518419	0.0063079762359763755	0.0009550428484829988	0.0012213760481894263	0.4389702796142706
MBD2	6	3.526699627959256e-07	0.20383980246856742	7.406380965665419e-17	0.007663238680756789	0.4068993477248753	0.3445792933790764	0.00715525548000686	0.004653894995111934	0.014628600076811393	7.678776289260296e-15	1.1026680519282973e-22	4.861928839552663e-10	0.00026644684291329476	5.539015025726869e-07	9.590517222894413e-10
PIT1	1	7.244966727744564e-08	8.61702736666454e-07	0.01181570052402869	9.892202509161572e-14	3.554682109760753e-10	1.793309480489682e-15	0.02862399975200399	0.00033658578540355895	0.022681504583967133	3.709132749314944e-15	1.0013757330511262e-07	0.21327998122249123	3.420139186039639e-08	3.101635754243038e-11	9.31089688573492e-09
IRF4	32	7.69523017840901e-16	1.1958885127382015e-11	0.021536133408383836	7.131833684194568e-53	7.255544628339164e-17	1.9198075947072692e-38	0.0007597435322289533	4.804801667075962e-45	0.17116545471443356	1.1475900697351074e-10	8.118525030920778e-09	1.5018740127770467e-19	0.0018506615019137237	0.21782204424187776	2.831590312260777e-05
NFIL3	1	0.009084111292190776	0.00033889377063029346	0.22466661684956785	0.0929630633293107	0.22687613255112435	0.19083085326091975	3.2397076857392294e-13	0.3296807088114113	0.0009728588508428073	0.047218612021026715	0.024203989658215602	0.2217217562364557	0.3858971426014791	0.07963880120676248	0.1050873230474767
MSL1	1	0.033432562887179856	0.062290940152755825	0.1598411876491289	0.32256112062330955	0.25149614700191686	0.19083085326091975	0.0035681153449367807	1.0750103168884723e-05	0.28866609657861386	7.279605745879918e-07	0.18441653532007674	0.4269562331952052	0.2529569444973969	0.4182629307402811	0.21058890969142383
GABPA	2	1.7279042366495559e-09	5.392703752083969e-09	0.23982800767925946	6.239397626856059e-17	9.958714104149687e-11	2.4424765690841247e-27	0.07062431404835484	1.5024997572878554e-19	0.01062312423274836	1.031931595810507e-10	0.17131698243200041	0.11227947187047022	5.232320560607889e-08	8.091463273902412e-12	1.1373616074580738e-09
ATF4	3	2.2621166543306466e-10	0.12897614541476501	0.0021578919162981804	5.1346920637218226e-14	7.421750737963403e-07	1.4587542239989442e-10	1.0713422678545578e-13	2.4237454744134895e-09	1.4607376033272922e-14	2.8522282876238744e-33	0.00038914511108219377	0.014373685433206908	4.6895974784837514e-07	4.72918721208802e-13	4.4248082227146995e-11
TIF1B	9	2.3844975941404852e-06	0.37403744130702954	0.39782003916597847	8.071770867255828e-10	0.0008134692717527877	0.07470020418491809	0.007083101437937464	6.25648239321589e-05	3.704311720583529e-05	5.834508155304491e-17	9.038056517362721e-08	0.05798677485806822	4.924888329166789e-07	7.941216069089137e-11	1.3408187296713078e-13
PO2F2	1	0.005308517968757846	0.0017368096299034716	0.0007819931052034706	0.0002455460154905761	0.020052913408159144	0.44776938004416167	0.01499491025443919	0.29584312280692704	0.001539804105336144	0.22971247110546048	0.07579308848711164	0.0011721461493683955	0.0003797203675130756	0.002434335247526145	3.657590958412086e-05
BRD2	3	2.4834777991524876e-07	0.021520174568139434	0.09914178981896644	1.4870826268009266e-10	3.434579649984813e-09	8.015610008126718e-28	0.1617388973055858	7.461096436171981e-18	0.41558577931508006	2.269324082167594e-11	0.3001625166740883	0.0002139139099123564	0.0022303217046788014	1.9176075075438395e-06	0.0012436526072422999
RAD51	2	0.09109132754924039	0.06443328948053775	0.4835167336369727	0.00940273642362971	0.4958926073261494	0.33375276300338885	0.005205825785636393	0.13073275979515767	0.4632703660616293	0.10972956725826942	0.02126054600562888	0.0479300659440163	0.20532816787586783	0.08311378662535815	0.09284394251102246
TBX5	1	2.3504364248874017e-05	0.03405330789368038	0.1951521254291791	0.00014710676085461622	0.00017872477167951237	0.00581717553294924	0.12440872672439193	6.480730240766649e-08	0.13194781054567264	4.268173711282346e-12	6.28695026315435e-08	0.002326865193061298	9.099291324170644e-07	1.1567398708337732e-09	2.210260145200419e-08
ZFX	1	6.261910010331919e-10	0.00022284370875262294	0.04210086791655293	2.8983975173910226e-19	6.799092385059411e-08	1.9301517502956802e-24	0.23753910100759845	1.0018069675383221e-05	6.838771095036033e-09	7.094430606183622e-16	2.664319406169167e-06	0.1743295546837823	6.507173194532796e-11	5.823545207686068e-15	1.9654040259660217e-15
KDM5C	2	0.021996990455370218	0.2137444192396663	0.006039985059448564	0.08469009363900737	0.18284174684172413	0.08243897167015392	7.0114394511852e-06	0.35917755164679877	2.295888048311407e-06	0.06757766295795455	0.058126184041681836	0.01269036204651847	0.16817066147580756	0.23888819752909315	0.32542696756043377
TFE3	3	3.942624076736843e-07	0.12186969281454955	4.679459482350162e-06	3.88673884962553e-08	0.04368767139914934	0.08365052888526796	2.1992426440669732e-05	0.04447309691595638	8.932745922076301e-05	2.443277879218309e-14	1.9705195349071097e-09	0.00044370262884172574	1.342520399454775e-09	1.0685644611713472e-11	1.0110394171108298e-18
TF7L2	3	8.958331185589507e-11	1.2596601682621171e-08	0.26831620364963715	5.6503280893682124e-18	9.349773841802027e-11	2.1635367387588167e-22	3.5829836672419957e-11	5.2090188413668995e-09	1.7051185543569032e-14	9.714063610453955e-24	0.0018047560611789582	0.37750852774720817	0.00043429566094142395	6.347594523766003e-11	9.557493925031826e-12
GFI1	2	0.0013460298771518233	0.021984905217551885	0.0337679963653473	4.326212768079049e-08	9.506463944711602e-05	0.005106401318604949	0.2994954252509946	7.228145695840195e-09	0.18560991560976178	0.00027084113241618817	0.0031046310865265	5.431458021476508e-06	0.09676349027965393	0.10103937553299462	0.2291039573840932
VDR	7	9.487625231680332e-07	0.00017523581765605613	0.4830552893053885	1.298516092524687e-13	0.001973111133074682	5.523412386596314e-10	0.0002783815109822704	3.1203826373633566e-06	0.11065231130529482	1.5911811663912424e-08	1.0316953082122258e-05	0.2903738328544316	1.6562965722464107e-11	5.526198709905879e-10	9.531852924383557e-13
FOXK1	1	7.045398487753857e-07	0.1414515359146113	0.04871892382937203	1.6360274671702123e-17	0.011263138012266558	9.418867287753987e-12	0.013351621863976093	1.0136586653398523e-08	1.8783761895868584e-11	4.608486885186812e-10	0.05643620324321734	0.4318046420917019	0.0009965053178336777	1.3194326089702552e-07	1.653656172584115e-13
CBX8	3	1.7044548734773435e-07	5.523184800963457e-06	0.01173010420317235	5.3532775862103054e-11	3.162615635763811e-07	4.751296734154102e-16	0.004476222736651468	0.0009190683103400848	8.214880732596776e-11	1.0242431755500525e-09	0.023229242894485993	0.37504777051945803	1.347100713993781e-11	9.784051750564557e-09	8.431853563395092e-11
NUCKS	1	0.003104909809071657	0.003974538723442517	0.11525770035942481	0.00562281569601608	0.06813413678790683	0.0008365766534781338	5.675741208642975e-07	1.1929840028124857e-06	0.48255783023805254	0.007987773531199033	0.008955539170438214	0.31190577875656367	0.00011655646427434365	0.03245345871416603	0.0019114370238249487
CDK9	8	1.2719973184796603e-20	0.033217744390475167	0.3737303835825877	1.0381894572924231e-40	2.6135361370998237e-15	7.135469125365011e-14	2.6925656731469972e-06	1.6572257986716712e-14	6.311804110129646e-16	4.3084143935132296e-52	3.342881133375929e-19	0.00368751201001494	4.256565243488627e-21	3.4961721572522483e-40	5.4253166115386314e-43
HXB4	5	3.620436351675177e-15	0.024236205261207015	0.1132496378570166	9.029035850458208e-47	1.981434225234475e-19	1.24174798745311e-44	0.21428083758634786	3.0811345275437536e-25	1.1966627507558218e-06	5.798257237289682e-25	0.10058703495589608	2.7272263508455363e-07	1.6588256659273376e-10	8.378617555624581e-13	6.241620186894569e-07
ASH2L	3	7.659812908332065e-11	1.1950821931936573e-08	0.033577975521595686	7.576108305472098e-35	6.204249945743733e-12	2.0207742621892154e-27	0.442550263014313	5.3043409206945495e-17	4.294766896331091e-06	1.496069420676414e-18	0.44374899366745557	0.0002513124006828411	1.086224695192683e-07	1.4586031382267816e-08	0.023564337384345168
FLI1	9	1.7638614236415013e-18	2.366136655964746e-07	0.11216898900836428	3.4299761549616355e-47	4.69413309607847e-25	2.4698432337134157e-41	0.46920593400863286	4.0054611619858736e-32	1.8028651797486033e-08	1.2341719748989852e-42	0.0005438951804997757	0.00034542887849459657	1.2432521533660322e-17	1.1677733716877548e-20	2.343836745085061e-05
SIN3B	5	1.8610873773543275e-12	6.377704682972957e-09	0.016136177706048697	1.2283796530600484e-06	4.919537278984215e-10	1.8370218100346573e-12	1.016068607280718e-11	0.08138297679359352	4.1917521649219805e-26	8.981423635717229e-30	8.110190939480414e-13	0.34385755156992326	2.3421613974382715e-13	1.4291810540104648e-21	1.8013053358939046e-15
RUNX3	6	1.6456542173950074e-13	0.00070592921310627	0.17808725403390435	2.931237693912955e-41	4.8620179441205047e-17	3.357526587197381e-33	0.0348093698048562	6.507309911615312e-28	2.8748530558408092e-06	2.1948932736495894e-24	0.1229552750751167	2.8027716446123517e-07	3.987483681700268e-12	3.56493037234461e-08	0.025365744355926766
ARI3A	2	9.414067197957167e-08	0.021984905217551885	0.2606807048420741	3.610232014602751e-16	1.754922443807506e-05	3.1297039327530237e-09	0.4570586288018043	1.388431469851783e-08	0.0008653919920180273	1.5137395041006857e-16	5.9206505935921585e-09	0.020848719964747464	2.0190554138138263e-05	1.8446067650624078e-13	9.887604649009222e-14
HDAC6	2	0.00018639454684978173	0.06789102204791671	0.0036405051786114503	0.023243068074234118	0.1635650167437179	0.2806868991303149	0.00013906783280401064	0.0074129817484371845	0.001488169554244829	0.022709546587034023	9.508404848751571e-08	9.53758344044719e-08	6.890679216364434e-11	3.8000592950527122e-06	2.800308628451071e-06
TAF1	3	0.0029856910398404486	0.07702114927156528	1.1233399445906892e-06	6.379509675945526e-07	0.01591525390990626	0.08079145347145356	0.001610801475015661	0.428602854546526	1.1913983548388743e-10	0.14964872067893467	0.007758573849152062	0.33256199581890594	0.013067303790896273	0.430053485520041	0.35314296473430234
KDM4C	5	1.0932925573268735e-18	0.016041684957491514	0.001321103886986503	6.855839527378703e-21	2.6115745287091087e-13	6.131884259258122e-20	0.00014654996156570043	9.342376880186237e-08	6.25495000706091e-14	6.283726931798813e-46	7.823836435924234e-24	1.7032866581421698e-07	1.1617784369581302e-23	6.386665650323711e-42	2.815634475658571e-32
KMT2A	5	1.5680101965437882e-05	0.2933008732543119	1.4711574901156817e-10	2.2523910284564877e-16	7.329413112735188e-06	0.08237104638922192	0.00020557275386976325	0.006880535959112277	3.1510590080690316e-08	6.227274359916743e-09	0.2514815848241625	1.9685566327149236e-11	0.4132501774864748	0.03348997822658555	0.48674319042983805
